Market,Max Trades, Backtest Period,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
BTC200, 10,20201001_20201101,174,-30.07%,-1.90, 345.71%,138, 0, 36, 79.3,17/1/14,1 day 0:46:00, 6:51:00, 3 days 21:24:00,-36.85%,9,-10.13, -6.95, 4 days 4:28:00,1,0, 8, 11.1
BTC200, 10,20200901_20201001,263,9.29%,0.33, 61.53%,234, 0, 29, 89.0,20/0/11,9:21:00, 4:40:00, 1 day 23:08:00,-26.31%,3,-8.02, -2.61, 11 days 18:08:00,0,0, 3, 0
BTC200, 10,20200801_20200901,203,7.0%,0.34, 40.15%,175, 0, 28, 86.2,22/0/10,1:45:00, 1:27:00, 3:38:00,46.6%,1,-2.30, -0.25, 1 day 3:55:00,0,0, 1, 0
BTC200, 10,20200701_20200801,177,3.7%,0.20, 60.32%,153, 0, 24, 86.4,19/0/12,6:56:00, 4:44:00, 20:59:00,12.23%,1,-16.35, -1.70, 5 days 15:00:00,0,0, 1, 0
BTC200, 10,20200601_20200701,126,9.6%,0.73, 14.88%,115, 0, 11, 91.3,22/3/5,11:33:00, 8:11:00, 1 day 22:45:00,8.05%,3,-4.96, -1.62, 6 days 1:02:00,0,0, 3, 0
BTC200, 10,20200501_20200601,148,10.04%,0.64, 15.8%,129, 0, 19, 87.2,21/2/9,15:30:00, 7:44:00, 2 days 20:15:00,18.13%,2,-5.20, -1.03, 25 days 3:10:00,0,0, 2, 0
BTC200, 10,20200401_20200501,73,-2.34%,-0.31, 43.21%,55, 0, 18, 75.3,15/9/7,9:42:00, 5:13:00, 23:25:00,-2.9%,8,-4.87, -3.93, 1 day 4:03:00,0,0, 8, 0
BTC200, 10,20200301_20200401,165,4.08%,0.24, 48.5%,141, 0, 24, 85.5,21/3/8,7:39:00, 5:02:00, 23:05:00,-8.5%,2,0.28, 0.06, 3 days 18:28:00,1,0, 1, 50.0
BTC200, 10,20200201_20200301,176,8.29%,0.46, 32.26%,153, 0, 23, 86.9,19/2/8,4:00:00, 2:48:00, 11:55:00,17.73%,2,-8.59, -1.86, 4 days 2:42:00,0,0, 2, 0
BTC200, 10,20200101_20200201,92,-0.82%,-0.09, 28.37%,73, 0, 19, 79.3,18/4/10,15:07:00, 9:36:00, 1 day 12:19:00,-2.54%,4,-1.24, -0.49, 1 day 21:41:00,1,0, 3, 25.0
BTC200, 10,20191201_20200101,91,-3.32%,-0.37, 53.56%,77, 0, 14, 84.6,18/6/8,22:54:00, 10:17:00, 3 days 20:18:00,-10.35%,3,-3.21, -0.94, 10 days 4:28:00,0,0, 3, 0
BTC200, 10,20191101_20191201,78,4.17%,0.52, 16.92%,67, 0, 11, 85.9,19/3/8,8:23:00, 3:18:00, 1 day 15:21:00,14.06%,1,-8.84, -0.92, 12 days 6:35:00,0,0, 1, 0
