Market,Max Trades, Backtest Period,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
USDT200, 10,20201201_20210101,204,9.41%,0.44, 51.81%,176, 0, 28, 86.3,23/2/7,8:09:00, 5:08:00, 1 day 3:09:00,6.6%,4,-9.73, -3.99, 6 days 23:54:00,0,0, 4, 0
USDT200, 10,20201101_20201201,290,9.98%,0.34, 58.92%,252, 0, 38, 86.9,25/0/6,3:50:00, 3:02:00, 9:04:00,45.88%,2,-3.25, -0.70, 4 days 20:50:00,0,0, 2, 0
USDT200, 10,20201001_20201101,,,, ,, , , ,,, , ,,,, , ,,, , 
USDT200, 10,20200901_20201001,239,10.55%,0.38, 90.56%,210, 0, 29, 87.9,21/1/9,14:50:00, 4:14:00, 3 days 19:37:00,-29.71%,5,-12.92, -6.56, 19 days 11:37:00,1,0, 4, 20.0
USDT200, 10,20200801_20200901,182,15.14%,0.78, 27.35%,165, 0, 17, 90.7,26/1/4,1:28:00, 1:19:00, 3:00:00,45.8%,1,-1.30, -0.15, 16:15:00,0,0, 1, 0
USDT200, 10,20200701_20200801,87,6.82%,0.76, 15.71%,78, 0, 9, 89.7,24/2/4,1:54:00, 1:18:00, 7:06:00,35.02%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20200601_20200701,96,3.84%,0.39, 27.32%,87, 0, 9, 90.6,19/7/5,1 day 7:47:00, 17:57:00, 6 days 21:37:00,-0.74%,5,-5.45, -2.80, 18 days 2:45:00,1,0, 4, 20.0
USDT200, 10,20200501_20200601,97,8.66%,0.86, 12.81%,89, 0, 8, 91.8,23/5/3,10:27:00, 11:08:00, 2:55:00,19.2%,3,-4.27, -1.41, 3:43:00,0,0, 3, 0
USDT200, 10,20200401_20200501,107,5.63%,0.51, 21.16%,94, 0, 13, 87.9,22/7/2,3:22:00, 2:49:00, 7:22:00,31.53%,1,-2.86, -0.31, 14:50:00,0,0, 1, 0
USDT200, 10,20200301_20200401,167,-34.81%,-1.96, 370.96%,139, 0, 28, 83.2,18/2/9,21:38:00, 8:10:00, 3 days 16:27:00,-33.67%,6,-17.21, -10.11, 15 days 3:43:00,1,0, 5, 16.7
USDT200, 10,20200201_20200301,106,1.61%,0.14, 70.91%,91, 0, 15, 85.8,19/4/7,20:02:00, 1:17:00, 5 days 13:51:00,4.87%,5,-13.02, -6.67, 16 days 9:51:00,0,0, 5, 0
USDT200, 10,20200101_20200201,71,5.15%,0.71, 11.77%,65, 0, 6, 91.5,19/8/4,11:19:00, 11:47:00, 6:18:00,25.34%,0,0.00, 0.00, 0:00,0,0, 0, 0
USDT200, 10,20191201_20200101,77,3.1%,0.40, 17.32%,67, 0, 10, 87.0,20/6/6,9:01:00, 3:37:00, 1 day 21:09:00,-13.54%,2,-6.63, -1.36, 7 days 17:28:00,0,0, 2, 0
USDT200, 10,20191101_20191201,95,-0.75%,-0.07, 87.18%,87, 0, 8, 91.6,24/3/4,20:07:00, 6:22:00, 7 days 1:32:00,-8.1%,5,-16.97, -8.85, 11 days 4:52:00,0,0, 5, 0
BTC200, 10,20211001_20211101,140,-0.27%,-0.03, 71.83%,116, 0, 24, 82.9,20/2/10,1 day 7:31:00, 21:44:00, 3 days 6:50:00,-4.23%,5,-12.34, -6.13, 15 days 7:15:00,0,0, 5, 0
BTC200, 10,20210901_20211001,174,12.94%,0.69, 22.2%,158, 0, 16, 90.8,25/0/6,6:34:00, 2:18:00, 2 days 0:48:00,-2.26%,2,-11.10, -2.19, 15 days 1:28:00,0,0, 2, 0
BTC200, 10,20210801_20210901,102,2.67%,0.26, 27.55%,88, 0, 14, 86.3,20/5/6,2:23:00, 2:16:00, 3:08:00,38.45%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210701_20210801,174,11.9%,0.64, 26.07%,159, 0, 15, 91.4,27/0/5,12:37:00, 4:43:00, 4 days 0:21:00,5.3%,3,-5.82, -1.86, 19 days 11:00:00,0,0, 3, 0
BTC200, 10,20210601_20210701,49,-7.62%,-1.51, 103.98%,35, 0, 14, 71.4,12/15/4,4 days 5:55:00, 12:58:00, 13 days 12:17:00,-21.15%,10,-9.92, -10.15, 18 days 15:38:00,0,0, 10, 0
BTC200, 10,20210501_20210601,214,10.41%,0.45, 116.79%,192, 0, 22, 89.7,26/2/4,10:52:00, 2:51:00, 3 days 8:51:00,-8.05%,6,-19.47, -13.35, 12 days 1:01:00,0,0, 6, 0
BTC200, 10,20210401_20210501,285,28.78%,0.89, 17.37%,259, 0, 26, 90.9,25/0/6,3:32:00, 3:25:00, 4:38:00,35.86%,4,-1.69, -0.87, 10:28:00,0,0, 4, 0
BTC200, 10,20210301_20210401,289,15.09%,0.49, 55.27%,250, 0, 39, 86.5,26/0/6,3:31:00, 1:47:00, 14:41:00,76.54%,2,-8.60, -1.86, 10 days 0:32:00,0,0, 2, 0
BTC200, 10,20210201_20210301,399,20.53%,0.46, 66.79%,351, 0, 48, 88.0,22/0/7,2:33:00, 0:48:00, 15:20:00,32.57%,2,-18.53, -3.66, 11 days 11:18:00,1,0, 1, 50.0
BTC200, 10,20210101_20210201,369,26.76%,0.65, 25.33%,329, 0, 40, 89.2,23/0/8,1:20:00, 1:14:00, 2:10:00,63.15%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201201_20210101,153,-4.48%,-0.25, 201.68%,141, 0, 12, 92.2,28/1/3,16:15:00, 5:04:00, 6 days 3:42:00,-31.37%,7,-28.81, -22.11, 10 days 11:42:00,0,0, 7, 0
BTC200, 10,20201101_20201201,293,22.15%,0.68, 36.1%,265, 0, 28, 90.4,23/0/8,8:06:00, 4:26:00, 1 day 18:55:00,0.4%,2,-14.73, -3.20, 23 days 6:08:00,0,0, 2, 0
BTC200, 10,20201001_20201101,103,-23.69%,-2.24, 311.91%,86, 0, 17, 83.5,20/7/5,2 days 1:42:00, 11:27:00, 10 days 3:17:00,-36.85%,10,-29.83, -30.66, 17 days 0:27:00,0,0, 10, 0
BTC200, 10,20200901_20201001,197,-0.78%,-0.02, 132.13%,175, 0, 22, 88.8,23/0/8,17:31:00, 4:03:00, 5 days 4:34:00,-26.31%,6,-19.68, -12.93, 16 days 20:34:00,0,0, 6, 0
BTC200, 10,20200801_20200901,179,7.1%,0.39, 40.15%,155, 0, 24, 86.6,24/1/7,1:40:00, 1:21:00, 3:40:00,46.6%,1,-2.30, -0.25, 1 day 3:55:00,0,0, 1, 0
BTC200, 10,20200701_20200801,150,2.79%,0.18, 64.42%,130, 0, 20, 86.7,23/0/8,8:05:00, 5:20:00, 1 day 2:01:00,12.23%,3,-21.47, -6.79, 5 days 19:55:00,0,0, 3, 0
BTC200, 10,20200601_20200701,91,5.34%,0.56, 33.4%,85, 0, 6, 93.4,23/3/4,20:00:00, 9:28:00, 7 days 1:12:00,8.05%,3,-11.13, -3.47, 14 days 0:18:00,0,0, 3, 0
BTC200, 10,20200501_20200601,132,10.45%,0.76, 15.8%,116, 0, 16, 87.9,21/2/9,14:56:00, 11:07:00, 1 day 18:36:00,18.13%,1,-2.90, -0.28, 25 days 0:55:00,0,0, 1, 0
BTC200, 10,20200401_20200501,60,-0.41%,-0.06, 33.77%,48, 0, 12, 80.0,13/13/5,11:23:00, 7:54:00, 1 day 1:15:00,-2.9%,5,-5.64, -2.87, 1 day 5:37:00,0,0, 5, 0
BTC200, 10,20200301_20200401,141,9.73%,0.66, 33.47%,123, 0, 18, 87.2,23/3/6,10:31:00, 7:22:00, 1 day 8:02:00,-8.5%,3,-7.22, -2.25, 9 days 0:57:00,1,0, 2, 33.3
BTC200, 10,20200201_20200301,147,6.99%,0.46, 23.84%,126, 0, 21, 85.7,19/2/8,6:04:00, 3:11:00, 23:20:00,17.73%,2,-7.85, -1.66, 9 days 2:52:00,0,0, 2, 0
BTC200, 10,20200101_20200201,78,1.71%,0.22, 20.8%,66, 0, 12, 84.6,20/5/7,20:38:00, 11:20:00, 2 days 23:44:00,-2.54%,4,-4.64, -1.87, 8 days 1:11:00,1,0, 3, 25.0
BTC200, 10,20191201_20200101,67,2.18%,0.32, 21.83%,59, 0, 8, 88.1,21/7/4,18:54:00, 10:41:00, 3 days 7:31:00,-10.35%,2,-10.91, -2.23, 12 days 2:38:00,0,0, 2, 0
BTC200, 10,20191101_20191201,63,2.8%,0.44, 16.92%,53, 0, 10, 84.1,18/4/8,9:49:00, 3:42:00, 1 day 18:09:00,14.06%,1,-8.84, -0.92, 12 days 6:35:00,0,0, 1, 0
