Market,Max Trades, Backtest Period,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
BTC200, 10,20210901_20211001,300,18.12%,0.56, 30.87%,243, 0, 57, 81.0,22/1/8,1:22:00, 0:52:00, 3:27:00,-2.26%,1,-0.17, -0.02, 1 day 14:55:00,0,0, 1, 0
BTC200, 10,20210801_20210901,299,7.55%,0.25, 38.77%,245, 0, 54, 81.9,21/0/11,2:37:00, 1:32:00, 7:31:00,38.45%,1,-0.19, -0.02, 8 days 15:05:00,0,0, 1, 0
BTC200, 10,20210701_20210801,354,-1.76%,-0.05, 71.98%,273, 0, 81, 77.1,16/1/15,3:37:00, 1:25:00, 10:59:00,5.3%,1,-0.20, -0.02, 20 days 2:05:00,0,0, 1, 0
BTC200, 10,20210601_20210701,307,0.93%,0.03, 44.84%,229, 0, 78, 74.6,18/1/12,3:11:00, 1:08:00, 9:12:00,-21.15%,1,-0.16, -0.02, 16 days 1:50:00,0,0, 1, 0
BTC200, 10,20210501_20210601,450,24.06%,0.49, 66.1%,375, 0, 75, 83.3,21/0/10,1:01:00, 0:45:00, 2:17:00,-8.05%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210401_20210501,496,32.19%,0.57, 32.4%,408, 0, 88, 82.3,25/0/5,1:02:00, 0:45:00, 2:18:00,35.86%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210301_20210401,501,23.22%,0.42, 63.55%,401, 0, 100, 80.0,24/0/8,0:53:00, 0:34:00, 2:07:00,76.54%,2,0.44, 0.11, 0:15:00,1,0, 1, 50.0
BTC200, 10,20210201_20210301,645,41.39%,0.55, 81.58%,537, 0, 108, 83.3,25/0/3,1:11:00, 1:03:00, 1:48:00,32.57%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210101_20210201,630,57.38%,0.72, 25.82%,521, 0, 109, 82.7,26/0/5,0:46:00, 0:32:00, 1:51:00,63.15%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201201_20210101,379,17.58%,0.43, 53.36%,299, 0, 80, 78.9,27/0/4,1:12:00, 0:43:00, 3:01:00,-31.37%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201101_20201201,508,11.55%,0.22, 78.41%,389, 0, 119, 76.6,19/1/10,1:26:00, 0:46:00, 3:38:00,0.4%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20201001_20201101,420,-3.89%,-0.09, 68.82%,300, 0, 120, 71.4,20/0/12,2:48:00, 1:25:00, 6:16:00,-36.85%,1,-0.03, -0.00, 1:00:00,0,0, 1, 0
BTC200, 10,20200901_20201001,386,8.52%,0.22, 60.47%,308, 0, 78, 79.8,22/0/8,1:17:00, 0:37:00, 3:52:00,-26.31%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200801_20200901,318,17.97%,0.52, 24.28%,257, 0, 61, 80.8,26/0/6,1:20:00, 0:54:00, 3:10:00,46.6%,1,-2.71, -0.32, 1 day 4:00:00,0,0, 1, 0
BTC200, 10,20200701_20200801,354,22.5%,0.57, 20.25%,299, 0, 55, 84.5,26/0/5,1:42:00, 1:07:00, 4:52:00,12.23%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200601_20200701,226,13.45%,0.56, 11.02%,188, 0, 38, 83.2,25/1/4,3:11:00, 1:43:00, 10:26:00,8.05%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200501_20200601,272,8.49%,0.30, 34.28%,204, 0, 68, 75.0,23/0/9,2:14:00, 1:07:00, 5:35:00,18.13%,2,-1.93, -0.42, 1 day 2:35:00,0,0, 2, 0
BTC200, 10,20200401_20200501,196,12.61%,0.61, 24.09%,156, 0, 40, 79.6,22/0/8,3:58:00, 3:39:00, 5:13:00,-2.9%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200301_20200401,320,11.32%,0.34, 29.84%,249, 0, 71, 77.8,22/2/7,1:34:00, 1:05:00, 3:13:00,-8.5%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200201_20200301,314,13.08%,0.39, 43.76%,253, 0, 61, 80.6,22/2/5,1:57:00, 0:58:00, 6:00:00,17.73%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200101_20200201,207,-1.12%,-0.05, 22.99%,154, 0, 53, 74.4,13/0/19,4:13:00, 2:12:00, 10:04:00,-2.54%,1,-0.59, -0.06, 2 days 14:00:00,0,0, 1, 0
BTC200, 10,20191201_20200101,152,-2.4%,-0.14, 48.51%,119, 0, 33, 78.3,19/3/10,2:59:00, 1:38:00, 7:50:00,-10.35%,1,-0.23, -0.02, 1:40:00,0,0, 1, 0
BTC200, 10,20191101_20191201,196,7.84%,0.39, 31.4%,161, 0, 35, 82.1,23/0/6,2:52:00, 2:16:00, 5:41:00,14.06%,0,0.00, 0.00, 0:00,0,0, 0, 0
