Market,Max Trades, IS,HO Return,HO Sharpe Ratio,HO Win Rate,OOS,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
BTC200, 5,20191101_20200201,47.06%,4.77992,51/50/12, 20200201_20200301,45,1.72%,0.33, 99.45%,22, 15, 8, 48.9,11/15/3,2 days 22:27:00, 21:44:00, 8 days 15:00:00,19.82%,5,-11.16, -13.19, 9 days 9:36:00,0,0, 5, 0
BTC200, 5,20191001_20200101,10.50%,5.38734,16/8/2, 20200101_20200201,14,-4.47%,-1.49, 47.21%,8, 2, 4, 57.1,5/22/4,2 days 0:00:00, 13:45:00, 4 days 14:15:00,7.2%,1,-17.03, -3.50, 15 days 10:00:00,0,0, 1, 0
BTC200, 5,20190901_20191201,50.39%,5.75338,78/85/17, 20191201_20200101,37,-19.87%,-2.93, 109.02%,11, 16, 10, 29.7,8/17/6,4 days 2:03:00, 1 day 4:11:00, 9 days 15:24:00,-7.06%,5,-7.05, -6.09, 7 days 12:36:00,1,0, 4, 20.0
BTC200, 5,20190801_20191101,3.57%,4.42340,5/1/0, 20191101_20191201,2,0.62%,1.55, 0.0%,1, 1, 0, 100,1/4/0,3 days 12:30:00, 13:00:00, 0:00:00,18.78%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20210701_20211001,69.76%,5.15550,139/131/24, 20211001_20211101,90,-9.74%,-0.97, 196.57%,34, 39, 17, 37.8,12/12/4,2 days 23:05:00, 16:46:00, 8 days 4:46:00,-13.48%,10,-7.57, -7.39, 6 days 22:24:00,1,0, 9, 10.0
BTC200, 10,20210601_20210901,6.94%,6.97963,18/6/2, 20210901_20211001,9,-6.18%,-6.76, 90.48%,3, 3, 3, 33.3,3/24/3,6 days 17:40:00, 8:40:00, 17 days 8:40:00,2.39%,1,-25.92, -2.67, 17 days 10:00:00,0,0, 1, 0
BTC200, 10,20210501_20210801,35.61%,5.04829,91/33/55, 20210801_20210901,106,16.17%,1.45, 84.5%,51, 22, 33, 48.1,16/6/10,23:53:00, 15:51:00, 1 day 6:00:00,34.03%,7,-0.23, -0.18, 9:26:00,3,0, 4, 42.9
BTC200, 10,20210401_20210701,14.96%,6.02897,18/16/0, 20210701_20210801,10,-0.92%,-0.81, 56.01%,5, 1, 4, 50.0,4/24/2,5 days 23:00:00, 8:36:00, 14 days 5:15:00,9.92%,3,-8.99, -2.80, 12 days 0:00:00,0,0, 3, 0
BTC200, 10,20210301_20210601,287.45%,8.11002,598/32/994, 20210601_20210701,503,-25.29%,-0.56, 389.25%,114, 10, 379, 22.7,10/0/21,11:42:00, 17:17:00, 9:38:00,-11.46%,9,3.04, 1.96, 7:20:00,8,0, 1, 88.9
BTC200, 10,20210201_20210501,169.15%,9.88053,192/106/20, 20210501_20210601,162,-7.61%,-0.40, 372.55%,77, 67, 18, 47.5,24/3/5,1 day 19:43:00, 14:33:00, 4 days 14:00:00,11.84%,6,-9.77, -5.39, 8 days 23:40:00,0,0, 6, 0
BTC200, 10,20210101_20210401,244.98%,10.35855,386/187/173, 20210401_20210501,323,38.8%,1.05, 74.65%,170, 72, 81, 52.6,24/0/7,21:11:00, 13:16:00, 1 day 7:47:00,63.19%,10,-4.23, -6.07, 2 days 2:12:00,2,0, 8, 20.0
BTC200, 10,20201201_20210301,126.59%,8.73121,168/57/11, 20210301_20210401,102,30.47%,2.61, 124.89%,64, 28, 10, 62.7,20/9/2,2 days 4:41:00, 7:36:00, 10 days 4:00:00,47.71%,10,-12.49, -16.77, 10 days 3:30:00,1,0, 9, 10.0
BTC200, 10,20201101_20210201,101.46%,6.12016,185/124/46, 20210201_20210301,143,35.75%,2.11, 115.19%,70, 54, 19, 49.0,21/3/5,1 day 9:58:00, 10:07:00, 3 days 0:57:00,44.63%,8,-5.87, -6.60, 2 days 11:38:00,0,0, 8, 0
BTC200, 10,20201001_20210101,7.81%,1.79073,41/0/45, 20210101_20210201,96,26.93%,2.52, 54.48%,47, 1, 48, 49.0,17/4/10,10:16:00, 8:45:00, 11:25:00,73.11%,1,0.95, 0.12, 13:00:00,1,0, 0, 100
BTC200, 10,20200901_20201201,2.29%,1.22110,7/2/6, 20201201_20210101,12,5.29%,4.34, 7.11%,8, 0, 4, 66.7,3/14/2,23:15:00, 9:38:00, 2 days 2:30:00,-14.55%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200801_20201101,2.00%,1.34503,5/0/8, 20201101_20201201,13,0.72%,0.57, 21.15%,8, 0, 5, 61.5,1/2/3,1 day 2:14:00, 14:15:00, 1 day 21:24:00,2.52%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200701_20201001,28.01%,7.41488,88/32/25, 20201001_20201101,47,-12.59%,-2.68, 150.29%,18, 8, 21, 38.3,9/12/10,3 days 19:50:00, 14:23:00, 5 days 19:54:00,-28.27%,4,-8.91, -3.50, 4 days 18:45:00,0,0, 4, 0
BTC200, 10,20200601_20200901,72.00%,7.75964,147/131/22, 20200901_20201001,92,-24.13%,-2.70, 276.97%,33, 30, 29, 35.9,11/9/11,3 days 4:46:00, 17:04:00, 6 days 22:37:00,-11.34%,10,-5.88, -4.70, 10 days 21:24:00,1,0, 9, 10.0
BTC200, 10,20200501_20200801,52.07%,4.92634,91/100/16, 20200801_20200901,97,15.68%,1.54, 106.34%,49, 34, 14, 50.5,22/5/4,2 days 15:24:00, 18:20:00, 7 days 14:56:00,33.5%,10,-8.36, -10.06, 9 days 1:18:00,0,0, 10, 0
BTC200, 10,20200401_20200701,2.12%,3.03393,7/1/1, 20200701_20200801,4,-2.99%,-7.46, 32.15%,1, 0, 3, 25.0,1/20/3,1 day 16:30:00, 1 day 1:00:00, 1 day 21:40:00,6.63%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 10,20200301_20200601,41.45%,4.11174,124/59/24, 20200601_20200701,46,-9.74%,-2.11, 109.49%,17, 17, 12, 37.0,9/14/6,3 days 19:20:00, 18:35:00, 10 days 15:30:00,0.21%,6,-8.40, -5.00, 15 days 7:30:00,0,0, 6, 0
BTC200, 10,20200201_20200501,14.34%,3.92590,64/40/13, 20200501_20200601,85,9.36%,1.09, 73.07%,50, 15, 20, 58.8,12/11/7,1 day 15:35:00, 7:35:00, 2 days 8:21:00,15.02%,5,-5.18, -2.79, 8 days 7:36:00,0,0, 5, 0
BTC200, 10,20200101_20200401,22.18%,4.45889,84/63/22, 20200401_20200501,37,0.28%,0.09, 36.11%,9, 24, 4, 24.3,6/21/2,2 days 12:34:00, 12:47:00, 6 days 8:15:00,0.48%,4,-0.95, -0.39, 10:15:00,2,0, 2, 50.0
BTC200, 10,20191201_20200301,27.68%,4.17143,107/61/34, 20200301_20200401,59,-11.04%,-1.85, 135.42%,24, 12, 23, 40.7,11/9/11,2 days 14:33:00, 18:38:00, 4 days 10:00:00,-10.98%,9,-4.84, -4.15, 5 days 17:47:00,1,0, 8, 11.1
BTC200, 10,20191101_20200201,31.71%,3.90624,99/87/17, 20200201_20200301,84,8.42%,1.07, 155.49%,41, 30, 13, 48.8,20/6/3,3 days 7:03:00, 1 day 4:41:00, 8 days 17:05:00,19.82%,10,-12.01, -14.80, 8 days 6:54:00,0,0, 10, 0
BTC200, 10,20191001_20200101,8.36%,6.78954,16/11/0, 20200101_20200201,15,0.85%,0.56, 37.33%,6, 7, 2, 40.0,5/24/1,4 days 15:04:00, 11:20:00, 22 days 3:30:00,7.2%,2,-18.67, -3.81, 22 days 3:30:00,0,0, 2, 0
BTC200, 10,20190901_20191201,38.73%,5.13896,175/129/65, 20191201_20200101,93,-13.5%,-1.46, 145.9%,24, 44, 25, 25.8,10/12/9,3 days 6:04:00, 22:30:00, 7 days 2:17:00,-7.06%,10,-7.04, -6.83, 11 days 4:42:00,1,0, 9, 10.0
BTC200, 10,20190801_20191101,2.32%,5.04366,8/1/1, 20191101_20191201,6,1.44%,2.40, 0.0%,1, 5, 0, 100,1/16/0,3 days 10:10:00, 5:00:00, 0:00:00,18.78%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20210701_20211001,22.86%,6.04029,163/41/95, 20211001_20211101,72,-6.36%,-1.80, 159.5%,21, 13, 38, 29.2,10/4/13,1 day 3:54:00, 15:06:00, 1 day 5:21:00,-13.48%,6,-6.26, -1.81, 1 day 2:00:00,0,0, 6, 0
BTC200, 20,20210601_20210901,3.33%,6.57079,12/9/2, 20210901_20211001,7,-1.14%,-3.25, 46.52%,3, 1, 3, 42.9,2/14/2,1 day 21:17:00, 13:20:00, 3 days 7:20:00,2.39%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20210501_20210801,2.20%,5.04943,7/7/1, 20210801_20210901,8,0.67%,1.68, 0.23%,2, 5, 1, 25.0,2/25/1,6 days 3:15:00, 6:00:00, 25 days 19:00:00,34.03%,1,-0.23, -0.01, 25 days 19:00:00,0,0, 1, 0
BTC200, 20,20210401_20210701,30.82%,4.51795,406/4/607, 20210701_20210801,318,3.92%,0.25, 85.71%,103, 0, 215, 32.4,17/0/15,11:02:00, 13:54:00, 9:40:00,9.92%,7,1.42, 0.51, 6:43:00,6,0, 1, 85.7
BTC200, 20,20210301_20210601,82.39%,7.45273,149/139/19, 20210601_20210701,47,-3.78%,-1.54, 132.51%,13, 23, 11, 27.7,5/19/5,3 days 6:15:00, 14:28:00, 9 days 7:44:00,-11.46%,8,-1.34, -0.51, 4 days 0:45:00,2,0, 6, 25.0
BTC200, 20,20210201_20210501,153.66%,9.40403,529/253/246, 20210501_20210601,396,8.23%,0.59, 612.68%,203, 98, 95, 51.3,22/0/10,1 day 12:18:00, 21:13:00, 1 day 23:50:00,11.84%,16,-3.75, -3.36, 2 days 16:22:00,7,0, 9, 43.8
BTC200, 20,20210101_20210401,366.85%,12.19499,760/262/481, 20210401_20210501,504,56.85%,1.79, 107.84%,245, 87, 172, 48.6,24/0/6,1 day 2:07:00, 14:19:00, 1 day 9:45:00,63.19%,20,-4.44, -7.27, 1 day 11:21:00,3,0, 17, 15.0
BTC200, 20,20201201_20210301,49.56%,9.55856,90/49/8, 20210301_20210401,59,13.83%,4.39, 54.29%,35, 17, 7, 59.3,13/13/3,2 days 9:06:00, 10:46:00, 9 days 12:51:00,47.71%,8,-6.79, -3.06, 7 days 3:45:00,3,0, 5, 37.5
BTC200, 20,20201101_20210201,24.88%,6.07249,62/43/8, 20210201_20210301,43,6.12%,2.76, 44.61%,22, 16, 5, 51.2,11/13/3,2 days 1:47:00, 8:38:00, 5 days 2:12:00,44.63%,2,-13.98, -1.51, 5 days 12:00:00,0,0, 2, 0
BTC200, 20,20201001_20210101,0.54%,2.47330,2/0/0, 20210101_20210201,2,0.15%,1.55, 0.0%,1, 0, 1, 50.0,1/0/0,9:00:00, 15:00:00, 3:00:00,73.11%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20200901_20201201,1.83%,1.28204,20/0/42, 20201201_20210101,23,-2.47%,-2.17, 50.55%,6, 0, 17, 26.1,3/13/12,9:10:00, 11:00:00, 8:32:00,-14.55%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20200801_20201101,0.62%,4.05712,6/0/0, 20201101_20201201,1,-0.93%,-18.66, 0.0%,0, 0, 1, 0,0/0/1,1 day 21:00:00, 0:00:00, 1 day 21:00:00,2.52%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20200701_20201001,5.50%,6.18686,41/22/17, 20201001_20201101,23,-3.58%,-3.10, 81.39%,11, 2, 10, 47.8,8/14/6,3 days 18:26:00, 9:27:00, 7 days 23:48:00,-28.27%,1,-3.22, -0.16, 1 day 7:00:00,0,0, 1, 0
BTC200, 20,20200601_20200901,17.01%,8.29179,74/58/17, 20200901_20201001,31,-1.95%,-1.24, 53.98%,9, 12, 10, 29.0,6/19/5,2 days 15:08:00, 12:07:00, 5 days 16:06:00,-11.34%,4,-2.76, -0.56, 9 days 17:45:00,1,0, 3, 25.0
BTC200, 20,20200501_20200801,19.15%,4.76927,77/87/14, 20200801_20200901,90,16.12%,3.31, 56.5%,50, 34, 6, 55.6,22/9/1,2 days 2:07:00, 17:56:00, 8 days 9:00:00,33.5%,9,-6.19, -3.10, 5 days 15:47:00,3,0, 6, 33.3
BTC200, 20,20200401_20200701,1.58%,3.53655,6/2/7, 20200701_20200801,8,-1.35%,-3.39, 22.6%,3, 1, 4, 37.5,3/16/4,1 day 1:15:00, 17:40:00, 13:15:00,6.63%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20200301_20200601,14.51%,3.89674,47/54/8, 20200601_20200701,23,-2.39%,-2.08, 60.8%,8, 11, 4, 34.8,6/23/1,4 days 18:44:00, 1 day 4:45:00, 20 days 1:15:00,0.21%,4,-15.20, -3.04, 20 days 1:15:00,0,0, 4, 0
BTC200, 20,20200201_20200501,6.51%,4.80685,31/48/4, 20200501_20200601,47,5.33%,2.23, 49.78%,22, 17, 8, 46.8,11/16/3,2 days 16:55:00, 10:16:00, 7 days 14:45:00,15.02%,5,-7.48, -1.96, 9 days 15:00:00,0,0, 5, 0
BTC200, 20,20200101_20200401,4.51%,4.32555,16/15/9, 20200401_20200501,16,-0.01%,-0.01, 7.24%,4, 7, 5, 25.0,4/15/4,2 days 8:04:00, 16:00:00, 14:24:00,0.48%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20191201_20200301,1.49%,3.77315,4/0/1, 20200301_20200401,0,,0.00, ,0, 0, 0, 0,,0:00, , ,,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20191101_20200201,4.08%,3.52584,25/21/10, 20200201_20200301,27,2.17%,1.61, 20.16%,13, 7, 7, 48.1,8/16/4,1 day 5:40:00, 13:32:00, 1 day 16:34:00,19.82%,0,0.00, 0.00, 0:00,0,0, 0, 0
BTC200, 20,20191001_20200101,3.30%,5.76863,15/9/5, 20200101_20200201,19,-1.07%,-1.12, 36.53%,7, 5, 7, 36.8,6/18/6,1 day 21:09:00, 10:26:00, 3 days 8:09:00,7.2%,1,-13.51, -0.68, 5 days 16:00:00,0,0, 1, 0
BTC200, 20,20190901_20191201,10.65%,6.17446,33/31/1, 20191201_20200101,12,-4.49%,-7.47, 97.61%,1, 6, 5, 8.3,1/27/1,8 days 4:10:00, 17:00:00, 14 days 7:00:00,-7.06%,5,-19.52, -4.89, 14 days 7:00:00,0,0, 5, 0
BTC200, 20,20190801_20191101,1.63%,4.98181,6/1/0, 20191101_20191201,4,0.27%,1.35, 0.0%,1, 3, 0, 100,1/4/0,4 days 0:45:00, 13:00:00, 0:00:00,18.78%,0,0.00, 0.00, 0:00,0,0, 0, 0
