Market,Max Trades, IS,HO Return,HO Sharpe Ratio,HO Win Rate,OOS,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
USDT200, 20,20200201_20200501,2.99%,0.72091,285/228/63, 20200501_20200601,128,6.27%,0.96, 132.04%,50, 58, 20, 39.1,16/13/1,4 days 12:42:00, 1 day 3:10:00, 8 days 20:48:00,29.17%,20,-6.60, -7.20, 8 days 20:48:00,0,0, 20, 0
USDT200, 20,20200101_20200401,14.57%,0.70832,991/68/1258, 20200401_20200501,594,17.56%,0.60, 254.32%,255, 33, 306, 42.9,15/0/15,18:37:00, 19:00:00, 16:20:00,36.48%,3,-5.38, -1.00, 15:20:00,0,0, 3, 0
USDT200, 20,20191201_20200301,17.97%,2.07141,215/254/39, 20200301_20200401,196,-25.17%,-2.21, 690.69%,69, 82, 45, 35.2,14/10/6,2 days 18:06:00, 1 day 0:07:00, 5 days 21:16:00,-33.88%,20,-7.13, -5.66, 7 days 5:06:00,0,0, 20, 0
USDT200, 20,20191101_20200201,6.39%,1.12395,241/264/42, 20200201_20200301,267,-9.36%,-0.38, 609.44%,135, 99, 33, 50.6,19/4/6,2 days 0:13:00, 16:00:00, 8 days 2:42:00,8.27%,20,-15.02, -17.94, 6 days 19:57:00,0,0, 20, 0
USDT200, 20,20191001_20200101,2.88%,0.67902,187/206/37, 20200101_20200201,232,23.96%,1.87, 91.74%,126, 89, 17, 54.3,23/6/1,2 days 11:17:00, 1 day 3:45:00, 7 days 8:00:00,40.55%,19,-4.80, -5.53, 6 days 14:47:00,2,0, 17, 10.5
USDT200, 20,20190901_20191201,-3.01%,0.06248,241/269/61, 20191201_20200101,166,-5.32%,-0.59, 255.72%,59, 78, 29, 35.5,21/2/7,3 days 8:51:00, 17:20:00, 11 days 1:39:00,-10.63%,20,-9.41, -9.77, 11 days 19:24:00,1,0, 19, 5.0
USDT200, 20,20190801_20191101,-13.17%,0.70352,155/188/45, 20191101_20191201,188,-9.98%,-0.79, 370.16%,87, 71, 30, 46.3,19/6/5,2 days 23:27:00, 20:29:00, 9 days 19:18:00,-4.75%,19,-10.66, -10.65, 8 days 11:57:00,1,0, 18, 5.3
BTC200, 5,20210701_20211001,92.99%,5.95326,72/50/5, 20211001_20211101,29,-7.72%,-1.23, 50.16%,7, 17, 5, 24.1,4/20/2,4 days 10:12:00, 17:26:00, 11 days 16:48:00,-14.42%,5,-6.34, -6.27, 10 days 6:48:00,1,0, 4, 20.0
BTC200, 5,20210601_20210901,48.93%,3.84388,54/46/6, 20210901_20211001,32,0.74%,0.18, 81.72%,13, 14, 5, 40.6,9/18/2,4 days 10:17:00, 14:00:00, 18 days 2:00:00,0.86%,4,-12.80, -11.37, 21 days 3:30:00,0,0, 4, 0
BTC200, 5,20210501_20210801,-0.37%,0.66858,46/46/11, 20210801_20210901,56,51.96%,3.82, 20.0%,29, 23, 4, 51.8,18/10/1,2 days 14:27:00, 1 day 5:25:00, 4 days 18:00:00,28.21%,5,-3.86, -5.81, 3 days 20:12:00,1,0, 4, 20.0
BTC200, 5,20210401_20210701,116.18%,4.65200,113/83/15, 20210701_20210801,28,-3.1%,-0.21, 69.19%,18, 5, 5, 64.3,7/21/2,5 days 5:56:00, 1 day 3:53:00, 22 days 15:12:00,4.01%,5,-10.31, -11.72, 18 days 14:24:00,1,0, 4, 20.0
BTC200, 5,20210301_20210601,733.85%,9.31959,676/0/844, 20210601_20210701,384,-25.57%,-0.37, 211.58%,99, 0, 285, 25.8,11/0/19,6:32:00, 7:51:00, 6:05:00,-15.04%,5,1.35, 0.98, 6:36:00,4,0, 1, 80.0
BTC200, 5,20210201_20210501,1436.34%,11.85201,354/35/325, 20210501_20210601,199,-8.5%,-0.13, 197.63%,85, 16, 98, 42.7,19/0/12,15:31:00, 14:32:00, 14:06:00,15.73%,5,2.51, 2.24, 15:48:00,5,0, 0, 100
BTC200, 5,20210101_20210401,2700.75%,10.93161,488/1/816, 20210401_20210501,390,154.65%,1.25, 53.03%,155, 0, 235, 39.7,20/0/10,7:20:00, 10:19:00, 5:22:00,59.7%,5,0.60, 1.52, 6:12:00,2,0, 3, 40.0
BTC200, 5,20201201_20210301,690.33%,6.97229,465/0/868, 20210301_20210401,418,288.48%,1.69, 26.7%,162, 0, 256, 38.8,24/0/7,7:22:00, 8:57:00, 6:21:00,45.01%,3,0.80, 1.78, 5:40:00,1,0, 2, 33.3
BTC200, 5,20201101_20210201,77.10%,4.34683,107/52/30, 20210201_20210301,89,30.67%,1.53, 67.38%,57, 11, 21, 64.0,16/5/6,1 day 10:53:00, 10:39:00, 2 days 23:23:00,41.97%,5,-9.42, -12.34, 3 days 20:36:00,0,0, 5, 0
BTC200, 5,20201001_20210101,2.96%,0.18551,406/2/935, 20210101_20210201,572,119.53%,0.75, 109.08%,250, 1, 321, 43.7,17/0/14,4:46:00, 4:30:00, 4:56:00,66.21%,4,-3.20, -5.79, 3:30:00,2,0, 2, 50.0
BTC200, 5,20200901_20201201,-11.00%,0.57565,32/24/13, 20201201_20210101,31,-22.43%,-3.59, 150.1%,11, 11, 9, 35.5,6/20/4,4 days 17:33:00, 19:38:00, 9 days 4:00:00,-11.27%,5,-11.15, -10.06, 6 days 23:36:00,1,0, 4, 20.0
BTC200, 5,20200801_20201101,11.76%,1.13623,55/52/18, 20201101_20201201,46,-8.12%,-0.67, 75.47%,20, 15, 11, 43.5,10/13/5,3 days 1:38:00, 18:36:00, 7 days 3:16:00,3.99%,4,-8.47, -7.12, 8 days 5:15:00,0,0, 4, 0
BTC200, 5,20200701_20201001,63.91%,5.20008,87/58/12, 20201001_20201101,27,-19.31%,-3.69, 105.66%,4, 16, 7, 14.8,4/23/3,5 days 8:56:00, 1 day 5:00:00, 10 days 4:09:00,-28.99%,5,-12.09, -11.41, 8 days 3:48:00,0,0, 5, 0
BTC200, 5,20200601_20200901,86.12%,11.95878,68/76/4, 20200901_20201001,25,-17.94%,-3.53, 100.9%,7, 12, 6, 28.0,6/21/2,5 days 16:12:00, 22:00:00, 13 days 15:10:00,-11.13%,4,-11.18, -8.67, 19 days 10:45:00,0,0, 4, 0
BTC200, 5,20200501_20200801,33.25%,6.05049,33/35/4, 20200801_20200901,60,40.38%,2.78, 39.8%,35, 22, 3, 58.3,24/5/1,2 days 10:15:00, 23:09:00, 14 days 2:00:00,35.14%,4,-9.56, -9.62, 10 days 14:15:00,1,0, 3, 25.0
BTC200, 5,20200401_20200701,21.15%,2.91980,38/56/6, 20200701_20200801,86,48.35%,2.35, 50.29%,51, 29, 6, 59.3,19/9/3,1 day 16:18:00, 20:09:00, 3 days 16:40:00,7.14%,5,-6.77, -9.91, 4 days 5:36:00,1,0, 4, 20.0
BTC200, 5,20200301_20200601,10.44%,1.34299,46/48/12, 20200601_20200701,37,8.06%,1.04, 22.85%,13, 19, 5, 35.1,10/17/2,3 days 19:42:00, 1 day 6:42:00, 11 days 21:12:00,0.37%,4,-4.46, -3.61, 12 days 2:15:00,0,0, 4, 0
BTC200, 5,20200201_20200501,20.53%,2.19210,36/51/7, 20200501_20200601,44,2.57%,0.27, 30.17%,18, 20, 6, 40.9,15/14/2,3 days 7:10:00, 1 day 6:40:00, 7 days 0:10:00,14.8%,5,-5.94, -6.29, 7 days 8:24:00,0,0, 5, 0
BTC200, 5,20200101_20200401,29.97%,4.04509,40/50/6, 20200401_20200501,40,0.35%,0.13, 53.57%,14, 21, 5, 35.0,10/18/1,3 days 12:02:00, 1 day 11:43:00, 6 days 1:48:00,-1.88%,5,-10.71, -11.96, 6 days 1:48:00,0,0, 5, 0
BTC200, 5,20191201_20200301,33.75%,3.26821,59/73/6, 20200301_20200401,29,-8.71%,-1.44, 68.07%,9, 15, 5, 31.0,7/22/1,5 days 1:35:00, 14:33:00, 20 days 4:36:00,-9.29%,5,-13.61, -14.07, 20 days 4:36:00,0,0, 5, 0
BTC200, 5,20191101_20200201,44.04%,3.08927,219/13/340, 20200201_20200301,175,12.53%,0.39, 95.0%,80, 3, 92, 45.7,16/0/12,16:25:00, 17:35:00, 14:38:00,19.47%,5,-1.24, -1.41, 5:00:00,0,0, 5, 0
BTC200, 5,20191001_20200101,58.92%,4.19963,228/8/328, 20200101_20200201,177,-2.24%,-0.04, 56.89%,61, 3, 113, 34.5,14/0/17,17:45:00, 20:49:00, 15:27:00,8.41%,5,0.69, 0.67, 15:12:00,3,0, 2, 60.0
BTC200, 5,20190901_20191201,31.87%,5.26307,41/44/5, 20191201_20200101,18,-11.42%,-3.19, 60.65%,2, 10, 6, 11.1,2/26/2,8 days 4:20:00, 1 day 9:00:00, 16 days 1:10:00,-7.23%,5,-7.16, -7.05, 17 days 4:00:00,0,0, 5, 0
BTC200, 5,20190801_20191101,28.78%,2.88710,39/43/7, 20191101_20191201,47,11.84%,1.27, 53.37%,27, 15, 5, 57.4,16/13/1,3 days 0:05:00, 1 day 6:42:00, 10 days 19:36:00,18.08%,5,-10.67, -13.19, 10 days 19:36:00,0,0, 5, 0
BTC200, 10,20210701_20211001,48.28%,4.73539,104/120/14, 20211001_20211101,57,-14.5%,-2.26, 151.51%,23, 20, 14, 40.4,11/10/5,4 days 12:11:00, 20:26:00, 12 days 14:21:00,-14.42%,10,-11.66, -11.70, 13 days 8:42:00,0,0, 10, 0
BTC200, 10,20210601_20210901,28.94%,3.34997,87/72/15, 20210901_20211001,66,-2.61%,-0.33, 142.57%,24, 29, 13, 36.4,13/12/4,4 days 6:44:00, 1 day 1:52:00, 13 days 2:09:00,0.86%,10,-10.64, -11.52, 15 days 7:42:00,0,0, 10, 0
BTC200, 10,20210501_20210801,16.19%,0.60475,661/2/1365, 20210801_20210901,726,43.46%,0.51, 62.3%,266, 0, 460, 36.6,19/0/12,7:04:00, 8:36:00, 6:11:00,28.21%,8,0.79, 0.86, 10:52:00,5,0, 3, 62.5
BTC200, 10,20210401_20210701,149.58%,5.59067,656/0/1294, 20210701_20210801,569,1.63%,0.04, 147.41%,158, 0, 411, 27.8,18/0/13,8:04:00, 12:25:00, 6:23:00,4.01%,9,2.04, 1.81, 10:40:00,6,0, 3, 66.7
BTC200, 10,20210301_20210601,548.21%,10.31762,769/0/1367, 20210601_20210701,529,-10.56%,-0.19, 272.66%,133, 0, 396, 25.1,12/0/18,8:04:00, 12:49:00, 6:28:00,-15.04%,9,2.56, 2.00, 7:20:00,8,0, 1, 88.9
BTC200, 10,20210201_20210501,357.13%,10.40351,478/120/147, 20210501_20210601,220,10.69%,0.57, 296.94%,127, 44, 49, 57.7,22/0/9,1 day 4:46:00, 14:21:00, 1 day 17:15:00,15.73%,7,-1.09, -0.88, 2 days 7:51:00,4,0, 3, 57.1
BTC200, 10,20210101_20210401,246.55%,10.87307,218/131/20, 20210401_20210501,168,37.59%,2.00, 119.76%,96, 56, 16, 57.1,24/1/4,1 day 15:45:00, 15:04:00, 4 days 4:30:00,59.7%,10,-6.00, -8.53, 4 days 8:30:00,1,0, 9, 10.0
BTC200, 10,20201201_20210301,428.90%,7.86600,1151/1/1547, 20210301_20210401,904,133.61%,0.96, 54.51%,379, 1, 524, 41.9,22/0/9,5:57:00, 5:34:00, 6:12:00,45.01%,7,-0.07, -0.10, 3:34:00,3,0, 4, 42.9
BTC200, 10,20201101_20210201,214.20%,5.65581,575/15/778, 20210201_20210301,483,101.51%,1.51, 109.09%,251, 4, 228, 52.0,17/0/11,11:13:00, 7:20:00, 14:57:00,41.97%,9,-1.25, -2.25, 8:47:00,3,0, 6, 33.3
BTC200, 10,20201001_20210101,12.31%,0.33469,755/0/1404, 20210101_20210201,1047,106.12%,0.73, 145.36%,484, 0, 563, 46.2,20/0/11,4:42:00, 4:05:00, 5:14:00,66.21%,7,-2.99, -4.39, 3:51:00,3,0, 4, 42.9
BTC200, 10,20200901_20201201,-22.92%,1.86868,41/56/23, 20201201_20210101,58,-23.46%,-4.41, 367.94%,20, 19, 19, 34.5,10/16/5,5 days 0:52:00, 22:21:00, 10 days 10:51:00,-11.27%,9,-11.33, -9.39, 8 days 1:27:00,0,0, 9, 0
BTC200, 10,20200801_20201101,2.51%,0.00457,361/18/806, 20201101_20201201,407,19.89%,0.51, 118.92%,149, 8, 250, 36.6,12/0/18,12:52:00, 11:31:00, 12:46:00,3.99%,7,-0.28, -0.22, 13:43:00,2,0, 5, 28.6
BTC200, 10,20200701_20201001,54.94%,3.64768,133/111/21, 20201001_20201101,49,-22.6%,-4.65, 272.96%,15, 20, 14, 30.6,8/18/4,5 days 23:15:00, 1 day 5:40:00, 15 days 15:51:00,-28.99%,10,-16.48, -16.13, 13 days 19:00:00,0,0, 10, 0
BTC200, 10,20200601_20200901,63.97%,8.19756,134/106/13, 20200901_20201001,64,-10.58%,-1.62, 143.83%,22, 28, 14, 34.4,14/10/5,4 days 9:04:00, 22:05:00, 10 days 22:21:00,-11.13%,9,-9.48, -8.36, 14 days 16:33:00,0,0, 9, 0
BTC200, 10,20200501_20200801,39.82%,4.70573,84/129/13, 20200801_20200901,108,21.25%,1.74, 73.61%,48, 48, 12, 44.4,23/4/3,2 days 16:50:00, 18:08:00, 9 days 0:25:00,35.14%,10,-7.36, -9.12, 8 days 4:48:00,0,0, 10, 0
BTC200, 10,20200401_20200701,16.34%,2.08631,85/89/17, 20200701_20200801,113,17.25%,1.45, 126.22%,58, 43, 12, 51.3,17/10/3,2 days 13:53:00, 1 day 3:02:00, 7 days 12:50:00,7.14%,10,-8.04, -9.97, 7 days 4:24:00,1,0, 9, 10.0
BTC200, 10,20200301_20200601,5.59%,0.84630,61/78/19, 20200601_20200701,53,5.43%,0.99, 63.78%,19, 25, 9, 35.8,12/16/1,5 days 8:01:00, 1 day 7:38:00, 14 days 23:53:00,0.37%,9,-7.09, -6.78, 14 days 23:53:00,0,0, 9, 0
BTC200, 10,20200201_20200501,8.23%,1.04879,82/77/19, 20200501_20200601,49,-2.93%,-0.57, 67.68%,18, 20, 11, 36.7,13/13/3,6 days 0:06:00, 1 day 6:40:00, 13 days 21:33:00,14.8%,10,-6.77, -6.83, 14 days 13:48:00,1,0, 9, 10.0
BTC200, 10,20200101_20200401,24.87%,2.73069,81/85/14, 20200401_20200501,91,-1.55%,-0.10, 120.56%,35, 45, 11, 38.5,17/10/2,3 days 2:30:00, 1 day 4:31:00, 7 days 17:05:00,-1.88%,10,-12.06, -13.20, 8 days 6:54:00,0,0, 10, 0
BTC200, 10,20191201_20200301,10.36%,1.26261,101/95/15, 20200301_20200401,72,-6.17%,-0.69, 126.22%,35, 25, 12, 48.6,8/20/3,4 days 1:45:00, 15:19:00, 15 days 22:45:00,-9.29%,9,-11.26, -10.69, 19 days 0:07:00,0,0, 9, 0
