Market,Max Trades, IS,HO Return,HO Sharpe Ratio,HO Win Rate,OOS,Total Trades,Total Profit, Avg Profit, Drawdown, Wins, Draws, Loses, Win Rate, Win Day,Avg Duration, Avg Dur_Win, Avg Dur_Lose, Market Change, Left total trades, Left avg profit, Left total profit, Left avg duration, Left win, Left draws, Left lose, Left Win Rate 
USDT200, 10,20210701_20211001,62.43%,9.29801,73/30/1, 20211001_20211101,55,29.04%,4.74, 3.68%,49, 5, 1, 89.1,16/14/1,1 day 7:50:00, 1 day 5:26:00, 3 days 14:00:00,46.26%,2,-1.74, -0.43, 1 day 20:30:00,1,0, 1, 50.0
BTC200, 10,20210701_20211001,38.29%,11.18223,86/50/13, 20211001_20211101,78,28.65%,3.28, 0.85%,56, 20, 2, 71.8,19/12/0,18:18:00, 14:16:00, 16:30:00,-1.27%,4,0.21, 0.11, 19:45:00,2,0, 2, 50.0
